id,author,description,clean
1930,@herywahyudi8978,Jangan asal percaya ama konten kayak gini.. Takutnya tidak failed..!!? Harusnya tugas pemerintah yg nyetop produk2 Israel.. Krena kalo asal2an kasian tu perusahaan yg bangkrut.. Terutama kariawannya yg kena PHK karena perusahaan Bangkrut..,jangan asal percaya ama konten kayak gini takutnya tidak failed harusnya tugas pemerintah yg nyetop produk israel krena kalo asal an kasian tu perusahaan yg bangkrut terutama kariawannya yg kena phk karena perusahaan bangkrut
1931,@ariepratama16,"Apakabar kondom, minuman keras yg menjerumus kemaksiatan?? Dari hidup diri sendiri dulu lah baru pikirin yg laen 😂😂",apakabar kondom minuman keras yg menjerumus kemaksiatan dari hidup diri sendiri dulu lah baru pikirin yg laen
1932,@Masediurwantv,Jangan beli prodak timur tengah karena kl jualan agama di bawa2.belilah prodak dlm negri,jangan beli prodak timur tengah karena kl jualan agama di bawa belilah prodak dlm negri
1933,@ariepratama16,Wkwk lawak,wkwk lawak
1934,@inggasiantono8008,"Boikot,,, boikot,,, Keperluan dapur sampe keperluan ujung rambut sampe ujung kaki pakenya produknya dari orang2 luar juga. Nanti bulan ramadhan ramelah acara bukber yg ujung-ujungnya bukber di MCD dan KFC. GUA bukan pendukung Amerika ataupun Israel dan gua peduli sama rakyat Palestina khususnya mereka yg ga tau apapa terutama anak-anak yg belum menikmati dunia yg tuhan ciptakan ini. Tapi sadar ga kalo kalian punya otak dan otak kalian benar-benar dipake. Produk apapun yg ada di minimarket ataupun yg ada di warung semuanya juga ikut turut adil dalam amunisi Amerika ataupun Israel. Karena apa,produk yg kalian pikir bukan dari Amerika ataupun Israel tapi produk mereka ekspor ke berbagai macam negara termasuk negara Amerika ataupun Israel yg otomatis mereka bayar pajak ke negara tersebut berarti secara ga langsung produk yg bukan asalnya dari Amerika mereka ikut menyumbang amunisi dari bayar pajak tersebut. Ataupun perusahaan mereka, pabrik mereka tanpa kalian sadar ada investor yg juga dari Amerika ataupun Israel. Jadi berfikirlah dahulu. Jgn menjilat ludah sendiri yg udah jatuh ketanah.",boikot boikot keperluan dapur sampe keperluan ujung rambut sampe ujung kaki pakenya produknya dari orang luar juga nanti bulan ramadhan ramelah acara bukber yg ujungujungnya bukber di mcd dan kfc gua bukan pendukung amerika ataupun israel dan gua peduli sama rakyat palestina khususnya mereka yg ga tau apapa terutama anakanak yg belum menikmati dunia yg tuhan ciptakan ini tapi sadar ga kalo kalian punya otak dan otak kalian benarbenar dipake produk apapun yg ada di minimarket ataupun yg ada di warung semuanya juga ikut turut adil dalam amunisi amerika ataupun israel karena apaproduk yg kalian pikir bukan dari amerika ataupun israel tapi produk mereka ekspor ke berbagai macam negara termasuk negara amerika ataupun israel yg otomatis mereka bayar pajak ke negara tersebut berarti secara ga langsung produk yg bukan asalnya dari amerika mereka ikut menyumbang amunisi dari bayar pajak tersebut ataupun perusahaan mereka pabrik mereka tanpa kalian sadar ada investor yg juga dari amerika ataupun israel jadi berfikirlah dahulu jgn menjilat ludah sendiri yg udah jatuh ketanah
1935,@user-fx9ce5ld6w,Google produk mana ya?,google produk mana ya
1936,@basirhidayat543,Terima kasih sudah memberi tau,terima kasih sudah memberi tau
1937,@mujahidin0123,"berpikir dengan pintar bro sebelum memboikot produk yg mendukung Israel kita ambil hikmahnya saja jangan sembarangan mengajak seluruh umat manusia di Indonesia untuk tidak membeli produk tsb , kenapa tidak kau sendiri aja yg menegaskan kepada pabrikan yg ada di Indonesia untuk menghentikan produksi tsb bukannya lebih praktis dan terbukti betul dengan caramu apakah kau berani ? gini aja kita borong aja produknya lalu kita sumbangkan ke Palestine , bukankah lebih bermanfaat dan berguna jadi orang jangan BEGOK , TOLOL , BODOH , apa lagi menebar pendapat yg belum tentu pasti pasti bisa bahaya",berpikir dengan pintar bro sebelum memboikot produk yg mendukung israel kita ambil hikmahnya saja jangan sembarangan mengajak seluruh umat manusia di indonesia untuk tidak membeli produk tsb kenapa tidak kau sendiri aja yg menegaskan kepada pabrikan yg ada di indonesia untuk menghentikan produksi tsb bukannya lebih praktis dan terbukti betul dengan caramu apakah kau berani gini aja kita borong aja produknya lalu kita sumbangkan ke palestine bukankah lebih bermanfaat dan berguna jadi orang jangan begok tolol bodoh apa lagi menebar pendapat yg belum tentu pasti pasti bisa bahaya
1938,@jajangsutisna5491,Kejam perikemanusiaannya mana hati nuraninya ini akibatnya,kejam perikemanusiaannya mana hati nuraninya ini akibatnya
1939,@user-zp2fx5dg8q,Habis di boikot imbasnya nggak punya pilihan 1 merk doang harga jadi gak ngotak.....lagu lama di indo mah habis gitu cuma bisa diem doang,habis di boikot imbasnya nggak punya pilihan merk doang harga jadi gak ngotaklagu lama di indo mah habis gitu cuma bisa diem doang
1940,@adinungas9273,"Lah kenapa masih aja dijual, seharus nya di Kosong kan di toko2 setuju.",lah kenapa masih aja dijual seharus nya di kosong kan di toko setuju
1941,@juanriki,Loh loh loh....kata siapa AQUA dari israel....kan air y aja dari gunung salak indonesia....bukan dari israel....yg bikin konten ini kamu dosa lo..sama aja memotong rezeki pihak AQUA....,loh loh lohkata siapa aqua dari israelkan air aja dari gunung salak indonesiabukan dari israelyg bikin konten ini kamu dosa losama aja memotong rezeki pihak aqua
1942,@arisfadilah8832,kalo mau BOIKOT jangan NANGGUNG harus semua PRODUK jangan hanya bidang PANGAN agar tidak dibilang MUNAFIK dan TEBANG PILIH.,kalo mau boikot jangan nanggung harus semua produk jangan hanya bidang pangan agar tidak dibilang munafik dan tebang pilih
1943,@slometobom_numpangnampang,"Sudahlah diam kau sampah, sanah pergi berpihaklah ke Israel! Kau bukan manusia",sudahlah diam kau sampah sanah pergi berpihaklah ke israel kau bukan manusia
1944,@user-mv6vh9oz2o,"ini salah satu wujud dukungan buat saudara2 kita di palestina....ya allah berikan kesabaran,ketabahan  kekuatan bagi saudara2 kita di palestina...tujukan kuasamu buat org2 yg sdh berbuat semenah2 sama saudara kami palestina...amin amin ya robbal alamin..",ini salah satu wujud dukungan buat saudara kita di palestinaya allah berikan kesabaranketabahan kekuatan bagi saudara kita di palestinatujukan kuasamu buat org yg sdh berbuat semenah sama saudara kami palestinaamin amin ya robbal alamin
1945,@sakkhadamaraji3740,Di bohongi,di bohongi
1946,@voniclaudiasihombing828,"percuma sih diboikot,wong yg megang bank semua negara itu orang israel 😅 kalau kata keluarga Rotschil** : lu boikot gw juga negara lu gw yg support😅",percuma sih diboikotwong yg megang bank semua negara itu orang israel kalau kata keluarga rotschil lu boikot gw juga negara lu gw yg support
1947,@BangRajawaLi,Sapu bersih aja dari toko,sapu bersih aja dari toko
1948,@dokterilmuofficial6244,ABC juga pro z1onis bro. indofood saja,abc juga pro onis bro indofood saja
1949,@dandiketek9276,Apalah gunanya boikot produk yg tidak bersalah😂 di tambah lagu negara luar.... Dari pada kelakuan kalian seperti itu lebih bagus koreksi dulu negara kita sendiri😢,apalah gunanya boikot produk yg tidak bersalah di tambah lagu negara luar dari pada kelakuan kalian seperti itu lebih bagus koreksi dulu negara kita sendiri
1950,@ilhamwiyoto2273,Ternyata masih bisa ganti yg lain,ternyata masih bisa ganti yg lain
1951,@Gord300_,"ini hanya video untuk di upload konten,,, di off kamera pasti di beli itu Oreo nya.",ini hanya video untuk di upload konten di off kamera pasti di beli itu oreo nya
1952,@timotiussoares3159,Yg punya teroris Hamas.... otaknya waras,yg punya teroris hamas otaknya waras
1953,@agungwahyu17,"anehnya banyak yg teriak"" boikot produk yahudi di platform milik yahudi, ini konsepnya gimana 😂😂",anehnya banyak yg teriak boikot produk yahudi di platform milik yahudi ini konsepnya gimana
1954,@dondymichael7248,"Sy udh mengganti produk2 yg bukan produk2 israel dan pendukungnya , sy telah menggantinya dri 1 thn yg lalu dan tdk akn pakai utk selama2nya",sy udh mengganti produk yg bukan produk israel dan pendukungnya sy telah menggantinya dri thn yg lalu dan tdk akn pakai utk selama nya
1955,@bangstriagming9433,"Selagi barang2 masih ada ttp saya beli kalo saya masih ada duit untuk membeli apa pun merek nya selagi saya membutuhkan ttp saya beli entah produk Israel,Indonesia dll ttp saya konsumsi dan saya gunakan contoh lah nabi Muhammad smua di sayang meskipun banyak salah nya",selagi barang masih ada ttp saya beli kalo saya masih ada duit untuk membeli apa pun merek nya selagi saya membutuhkan ttp saya beli entah produk israelindonesia dll ttp saya konsumsi dan saya gunakan contoh lah nabi muhammad smua di sayang meskipun banyak salah nya
1956,@Armantimbol90,Apa ini yang di sebut dengan fitrah di mana-mana bermunculan.,apa ini yang di sebut dengan fitrah di manamana bermunculan
1957,@najib97,Coba di Rajia semua supaya tak ada yg menyebar kan tu kan dh di haram kan,coba di rajia semua supaya tak ada yg menyebar kan tu kan dh di haram kan
1958,@riyantotogar1901,"Ya susah kalau gini caranya g demua orang tau produk produk Israel ,karna g tercantum di kemasannya",ya susah kalau gini caranya demua orang tau produk produk israel karna tercantum di kemasannya
1959,@yusuptaufik9988,Tanggung cuman gituan d boikot mah.... Sekalian Facebook.. google.. WhatsApp... I phone... YouTube,tanggung cuman gituan boikot mah sekalian facebook google whatsapp phone youtube
1960,@alsimbolon,Konten sampah..yang tak berguna 😅😅,konten sampahyang tak berguna
1961,@goten1659,Jng produksi brg2 israel,jng produksi brg israel
1962,@user-hr6vy9fk3i,"ngapain mkanan doang sosmed jg boikot klo bnran mau, apa cma buat konten, buat kpntingan pribadi",ngapain mkanan doang sosmed jg boikot klo bnran mau apa cma buat konten buat kpntingan pribadi
1963,@aluselmannya,Le minerale udah mulai langka dimana mana sudah habis,le minerale udah mulai langka dimana mana sudah habis
1964,@ariskuntoro6747,"boikot2 gk jlas. kalian boikot sampe pabriknya ttup, mkir gk ribuan karyawan bakal jd pengangguran.gmn kluarga mereka?",boikot gk jlas kalian boikot sampe pabriknya ttup mkir gk ribuan karyawan bakal jd penganggurangmn kluarga mereka
1965,@thestriker1584,Kalian mau boikot pun juga gak ada arti. Israel tetap bumi hanguskan palestina,kalian mau boikot pun juga gak ada arti israel tetap bumi hanguskan palestina
1966,@hoby673,ha😮 bnyak banget produk israel d indo? masa itu?.,ha bnyak banget produk israel indo masa itu
1967,@Syihabuddin85-wt1ru,"selamat postingan anda mendapat 2jt penonton, s3 marketing mantap bro🤣🤣",selamat postingan anda mendapat jt penonton marketing mantap bro
1968,@rafiqugadri8503,Goblok yang nyuruh boikot,goblok yang nyuruh boikot
1969,@Tenangkan_dirimu,"boikot produk indonesia, kalian yg membuat fatwa g mikir, berapa juta warga indonesia yg nanti akan jadi pengangguran dan kelaparan,",boikot produk indonesia kalian yg membuat fatwa mikir berapa juta warga indonesia yg nanti akan jadi pengangguran dan kelaparan
1970,@user-hb4pc1hd6p,kita miskin kan israel,kita miskin kan israel
1971,@mrwhite3578,"Bagi kalian yg ngaku cuma orang biasa atau rakyat biasa.punya keinginan besar ingin bantu saudara di palestina tp tidak tahu caranya bagaimana selain hanya berdoa.ada cara lain yg sangat sederhana untuk bantu saudara kita yaitu jangan beli produk dr negara yg menyerang saudara kita.insya Allah akan membuat musuh bangkrut dan tidak bisa membiayai perangnya. Padahal cara sederhana ini banyak dipakai oleh negara barat,contohnya perang ukraina,negara barat dan sekutu pd boikot produk rusia.",bagi kalian yg ngaku cuma orang biasa atau rakyat biasapunya keinginan besar ingin bantu saudara di palestina tp tidak tahu caranya bagaimana selain hanya berdoaada cara lain yg sangat sederhana untuk bantu saudara kita yaitu jangan beli produk dr negara yg menyerang saudara kitainsya allah akan membuat musuh bangkrut dan tidak bisa membiayai perangnya padahal cara sederhana ini banyak dipakai oleh negara baratcontohnya perang ukrainanegara barat dan sekutu pd boikot produk rusia
