id,author,description,clean
4659,@soondhoong5300,"Gitu aja heran,, terlepas pemerintah seperti apa, intinya di mulai dari diri sendiri..",gitu aja heran terlepas pemerintah seperti apa intinya di mulai dari diri sendiri
4660,@putrabumi3944,boikot produk israel...kita beli produk china.....,boikot produk israelkita beli produk china
4661,@Brigitta714,"Ok,akan ku beli yg kamu larang itu 😝",okakan ku beli yg kamu larang itu
4662,@arohsamsyudin6566,Kadang saya bingung..harus ikut boikot atau tdakk..klo iya. Kita masih pake..yutub.IG..WA.dan lainya yang sama juga buatan zioniss..klo kita ga pake 8tu ga tau berita..Karan Chanel banyak dari zionis..kan nonton yutub byqran masuk kesana bingung,kadang saya bingungharus ikut boikot atau tdakkklo iya kita masih pakeyutubigwadan lainya yang sama juga buatan zionissklo kita ga pake tu ga tau beritakaran chanel banyak dari zioniskan nonton yutub byqran masuk kesana bingung
4663,@Duullz,"YouTube,fb,ig,WA, masih bisa di gunain jihat membuka kekkejaman dan penjajahan Israel",youtubefbigwa masih bisa di gunain jihat membuka kekkejaman dan penjajahan israel
4664,@sayangku1486,Kta nya boikot ya jgn d jual d Indonesia lah itu d wrung2 msh bnyak merk2 itu smua trus gimana ?????????😮😮,kta nya boikot ya jgn jual indonesia lah itu wrung msh bnyak merk itu smua trus gimana
4665,@wise_man9305,Ayoo semangat saudara2 ... Boycott Jangan jadikan uang2 kita mereka gunakan untuk membeli senjata yg digunakan untuk membunuh anak2 Palestine,ayoo semangat saudara boycott jangan jadikan uang kita mereka gunakan untuk membeli senjata yg digunakan untuk membunuh anak palestine
4666,@cakirul5484,Apa semua produk yg di Video itu punya Israel? Mohon pencerahan🙏,apa semua produk yg di video itu punya israel mohon pencerahan
4667,@user-sg7pl5yg2c,Bukannya ABC tidak bolehya,bukannya abc tidak bolehya
4668,@user-qe6wk2oy7i,"Ini ko orang indonesia selalu sampai segitunya membela palestina, sudah berapa trilyun uang orang indonesia ke palestina,tapi kenapa orang arab sendiri tidak peduli semua negara arab membsu, anjing banget.",ini ko orang indonesia selalu sampai segitunya membela palestina sudah berapa trilyun uang orang indonesia ke palestinatapi kenapa orang arab sendiri tidak peduli semua negara arab membsu anjing banget
4669,@wahyuisme29,Hampir produk Unilever semua itu 😅,hampir produk unilever semua itu
4670,@rokihardiansyah3496,Emang kenapa tuh ?,emang kenapa tuh
4671,@rohmamusliha1832,bukannya abc produknya heinz ya?,bukannya abc produknya heinz ya
4672,@Zaturn.0,Katanya le mineral juga Ter afiliasi😅,katanya le mineral juga ter afiliasi
4673,@adaptasi132,Jiwa kanak-kanak...sudah tua masih saja emosional...hadeh....payah .. terlihat kalau hidupnya tidak pernah merasakan kedamaian..maunya bertengkar terus menerus...😂,jiwa kanakkanaksudah tua masih saja emosionalhadehpayah terlihat kalau hidupnya tidak pernah merasakan kedamaianmaunya bertengkar terus menerus
4674,@RoniRoni-mb8jy,"Ciri produk Israel itu seperti apa contoh nya,, apa ada kodenya?",ciri produk israel itu seperti apa contoh nya apa ada kodenya
4675,@nobodypeople18,Bang mau nanya apa benar kecap bango itu buatan israel bukannya indo tolong kasih penjelasan dong🖒,bang mau nanya apa benar kecap bango itu buatan israel bukannya indo tolong kasih penjelasan dong
4676,@V2thetruegod,"boikot dipopulerkan oleh orang beragama, produk-produk umum ada itu untuk dibeli bukan untuk mendukung kekerasan apalagi perang. Heran aja gue dimana akal sehat mereka yang suka boikot apa karena kebanyakan ibadah sampai lupa kehidupan nyatanya? sheeshhhh 🥶",boikot dipopulerkan oleh orang beragama produkproduk umum ada itu untuk dibeli bukan untuk mendukung kekerasan apalagi perang heran aja gue dimana akal sehat mereka yang suka boikot apa karena kebanyakan ibadah sampai lupa kehidupan nyatanya sheeshhhh
4677,@ahmadnasution4245,"sebagai pedagang saya tidak setuju selagi pabrik ny masih produksi, tutup lah pabrik nya.. dan yg import stop lah import nya,",sebagai pedagang saya tidak setuju selagi pabrik ny masih produksi tutup lah pabrik nya dan yg import stop lah import nya
4678,@sumitri8750,Assalamualaikum maaf nyinggung .. Sekalian pabriknya ditutup atau orang Israel nya diusir dari negara kita Indonesia... Allah huakbar Allahu Akbar Allahu Akbar Merdeka merdeka merdeka,assalamualaikum maaf nyinggung sekalian pabriknya ditutup atau orang israel nya diusir dari negara kita indonesia allah huakbar allahu akbar allahu akbar merdeka merdeka merdeka
4679,@jgking2813,Awas lu kena KHUP 😂😂 .. !! Jangan asal posting .😂😂,awas lu kena khup jangan asal posting
4680,@zulfikar8901,Adajalah mnusia akhir jaman,adajalah mnusia akhir jaman
4681,@josepnoordiansyah5531,"Tetap dibeli aja klo di warung kecil ga haram kok klo niat nya menolong tetangga pedagang kita sendiri , karena kasian mereka sudah mengeluarkan modal untuk berjualan tapi dgn sosialisasi kedepannya jgn belanja produk yg mendukung israel lagi",tetap dibeli aja klo di warung kecil ga haram kok klo niat nya menolong tetangga pedagang kita sendiri karena kasian mereka sudah mengeluarkan modal untuk berjualan tapi dgn sosialisasi kedepannya jgn belanja produk yg mendukung israel lagi
4682,@kto1376,Boikot aja semuanya sekalian biar kita kembali ke zaman batu. Semuanya harus dari alam.. 😂,boikot aja semuanya sekalian biar kita kembali ke zaman batu semuanya harus dari alam
4683,@febri7045,"Banyak banget produk pro penjajah yg gw pake. Gpp lah berkorban dikit, toh cuma ini yg bisa dilakuin. Gw g peduli opini orang tt sikap gw, seenggaknya gw udah memilih sikap  posisi gw dlm konflik ini.",banyak banget produk pro penjajah yg gw pake gpp lah berkorban dikit toh cuma ini yg bisa dilakuin gw peduli opini orang tt sikap gw seenggaknya gw udah memilih sikap posisi gw dlm konflik ini
4684,@iyanoktavian4341,Betapa bodohnya orang² seperti ini,betapa bodohnya orang seperti ini
4685,@jakachaniago145,"Dengan kalian Tidak membeli produk nya,sudah SMA membantu perperangan Palestina perangi bisnis nya di Indonesia ini udah bentuk kepedulian ke Palestina.",dengan kalian tidak membeli produk nyasudah sma membantu perperangan palestina perangi bisnis nya di indonesia ini udah bentuk kepedulian ke palestina
4686,@triedysetiyawan2307,Konten bososk nggk ada boikot tololll ashuuuuu lonte kau,konten bososk nggk ada boikot tololll ashuuuuu lonte kau
4687,@allstory7145,"Dasar manusia manusia munafik. Kalian memperlakukan hal itu hanya ketika negara mereka perang. Saat perang adem, produk israel masih pada dibeli. Kenapa ramai boykot prduk israel itu berlaku ketika negara mereka perang? Jangan munafik lah jadi manusia!!!",dasar manusia manusia munafik kalian memperlakukan hal itu hanya ketika negara mereka perang saat perang adem produk israel masih pada dibeli kenapa ramai boykot prduk israel itu berlaku ketika negara mereka perang jangan munafik lah jadi manusia
4688,@AmasabonSelibonda,Ha ha Trus hp.laptop yg kalian pake tuh jga d buang ya.....,ha ha trus hplaptop yg kalian pake tuh jga buang ya
4689,@ariskoe736,Di pikirkan kembali sodara kita yang bekerja di produk2 itu...apa dia masih bekerja atau tidak dampak produknya di boikot....dosa kah kita...lebih mementingkan kepentingan negara lain dr pada manusia yg ada di indonesia....klo ada solusinya di persilahkan❤,di pikirkan kembali sodara kita yang bekerja di produk ituapa dia masih bekerja atau tidak dampak produknya di boikotdosa kah kitalebih mementingkan kepentingan negara lain dr pada manusia yg ada di indonesiaklo ada solusinya di persilahkan
4690,@andryalfian5426,Apakh termasuk HP kita boikot juga? Ini yg pinter dan yg bodo siapa?,apakh termasuk hp kita boikot juga ini yg pinter dan yg bodo siapa
4691,@Zaries9804,"bukan hanya produk pangan aja, tapi juga hp, WhatsApp itukan juga punya israel",bukan hanya produk pangan aja tapi juga hp whatsapp itukan juga punya israel
4692,@jjhjjggm,Tapi aqua kecap bangau iklasnya kok indo bang maaf tanya. Dan dibuatnya aqua itu dimana?,tapi aqua kecap bangau iklasnya kok indo bang maaf tanya dan dibuatnya aqua itu dimana
4693,@andipurwanto4723,Klo liat youtube boikot ngga,klo liat youtube boikot ngga
4694,@daimansinaga128,😂😂😂 Persaing tidak sehat,persaing tidak sehat
4695,@cahwonogiri4049,Apa ga mikir berapa karyawan yg PHK kalo produk di boikot,apa ga mikir berapa karyawan yg phk kalo produk di boikot
4696,@apepsport,Ko bahlul ya,ko bahlul ya
4697,@pt.morakmarik.9746,Yang komen pada ributin ap sih cerdas sedikit lah mau makan ubi sama singkong lu semua ia kaya jaman dulu lagi mau lu.,yang komen pada ributin ap sih cerdas sedikit lah mau makan ubi sama singkong lu semua ia kaya jaman dulu lagi mau lu
4698,@wiwitfebrinaBahar-du4kf,SIAAPPP.... INSYALLAH... KAMI SEKELUARGA TIDAK LAGI MEMBELI PRODUK ZIONIS🇮🇩🇮🇩❤️🇵🇸🇵🇸,siaappp insyallah kami sekeluarga tidak lagi membeli produk zionis
4699,@IKLANJADOELShort88,"Kecao abc itu juga dari PT heinz, yang sahamnya dipegang united inggris😅",kecao abc itu juga dari pt heinz yang sahamnya dipegang united inggris
4700,@laras-lt5cp,Semua makanan atau minuman halal boleh kok di beli,semua makanan atau minuman halal boleh kok di beli
4701,@wsxaryo6312,"Wah kreatip ya bro israel setidak banyak tenaga kerja duserab bro,memang bangsa yg kreatib dan hebat bro,anjuran kadrun goblok ini gak usah diturutlah bro,kadrun.munafuw itubro laptop po handpone mungkin alat medis yo ada buatan yahudi, make juga tu kadrun,gak usah munafiqlah drun😅😅😅",wah kreatip ya bro israel setidak banyak tenaga kerja duserab bromemang bangsa yg kreatib dan hebat broanjuran kadrun goblok ini gak usah diturutlah brokadrunmunafuw itubro laptop po handpone mungkin alat medis yo ada buatan yahudi make juga tu kadrungak usah munafiqlah drun
4702,@Alganiechannel876,Ayooo beralih ke produk lokal...❤❤❤ semabgat bangkitkan ekonomi lokal....❤❤❤,ayooo beralih ke produk lokal semabgat bangkitkan ekonomi lokal
4703,@Raymond_27,Lebay soooo suci lu pada manusia,lebay soooo suci lu pada manusia
4704,@faridwazdi4882,"Paling tidak kita berpartisipasi produk yg dukung isreal, merosot penjualan nya, Alhamdulillah air galon SDH ganti ke Lee mineral.baru 1 bulan ini.",paling tidak kita berpartisipasi produk yg dukung isreal merosot penjualan nya alhamdulillah air galon sdh ganti ke lee mineralbaru bulan ini
4705,@miftahfarid963,Emang aqua produk israel?? 😂😂,emang aqua produk israel
4706,@johanbudi3067,"Padahal main di sosmed ini juga sama saja..kita ini bodoh, tp sok2an",padahal main di sosmed ini juga sama sajakita ini bodoh tp sok an
4707,@setiawanalfatih4473,"Yg di boykot seperti produk unileper, pemerintah harus menggalakan usaha² dagang maayarakat dalam negri agar produk² zionis tak berkembang di indonesia",yg di boykot seperti produk unileper pemerintah harus menggalakan usaha dagang maayarakat dalam negri agar produk zionis tak berkembang di indonesia
4708,@BKSI729,Lahhhhh....... Semua yg kamu pegang duluan (kecuali Oreo) itu barang asli Indonesia......ABC juga asal Indonesia...!!!!,lahhhhh semua yg kamu pegang duluan kecuali oreo itu barang asli indonesiaabc juga asal indonesia
4709,@jamaludinsyatirih6578,Parahhhhhhhhh,parahhhhhhhhh
4710,@rhenolchester2955,Contoh..disuruh...berak dijalan juga maoooo,contohdisuruhberak dijalan juga maoooo
4711,@rayaridho110,setau saya merk Aqua,setau saya merk aqua
4712,@syukma6632,"Loh, mahal bener 40rb, ditoko sekitar 20-25rb",loh mahal bener rb ditoko sekitar rb
4713,@herikristiawan5181,Ngonteen boikot pakai produk yahudi.. Kook pekokk FB IG tweiter whasap youtube boikottt sann ben edyaaann.. Berani memboikot😂😂yg bikin orang Yahudi israel semua itu...,ngonteen boikot pakai produk yahudi kook pekokk fb ig tweiter whasap youtube boikottt sann ben edyaaann berani memboikot yg bikin orang yahudi israel semua itu
4714,@nandangmayansyaprudinmayan2212,Seandainya harus boykot kenapa ga pabriknya langsung yg di tutup. Ga semua orang tau produk yahudi.,seandainya harus boykot kenapa ga pabriknya langsung yg di tutup ga semua orang tau produk yahudi
4715,@ruanghati01,msh bnyak produk lainnya yg keuntungannya jg disetorkan ke israel. Pemerintah harusnya ngomong keras jg ke pengusaha2 yg dukung israel lewat setoran duitnya,msh bnyak produk lainnya yg keuntungannya jg disetorkan ke israel pemerintah harusnya ngomong keras jg ke pengusaha yg dukung israel lewat setoran duitnya
4716,@maszein7125,Kira2 akan ada PHK g ya???,kira akan ada phk ya
4717,@evandebby284,Terima kasih saudaraku,terima kasih saudaraku
4718,@Anwar-sb3kj,Waktu nya mehargain produk lokal biar Indonesia lebih maju di sengala bidang,waktu nya mehargain produk lokal biar indonesia lebih maju di sengala bidang
4719,@asepbeni9045,sorry klo bisa cek dulu kebenaran y jngn share sebelum tau kejelasan y,sorry klo bisa cek dulu kebenaran jngn share sebelum tau kejelasan
4720,@paxelKUrir,"Bukan nya tidak mendukung soal ini,.. Tapi bakalan ada PHK massal di perusahaan tsb,.. gmn nasib buruh yg cari nafkah di perusahaan tsb, kalo sampai ada PHK massal...🙏",bukan nya tidak mendukung soal ini tapi bakalan ada phk massal di perusahaan tsb gmn nasib buruh yg cari nafkah di perusahaan tsb kalo sampai ada phk massal
4721,@ahmadxren5940,Gimna nasip kemanusiaan di Palestina.kalo cuma phk masi bisa makan,gimna nasip kemanusiaan di palestinakalo cuma phk masi bisa makan
4722,@indoblogger6320,Mabok agama,mabok agama
4723,@dediparmadi2187,merk es krim yg anti Israel apa ya,merk es krim yg anti israel apa ya
4724,@suyar2619,Hmmmm... Mungkin saya yang bodoh ya. Gak tau kalau produk itu buatan mereka. Tapi ya udah lah memang enak mau gimana lagi???😂😂😂😂😂😂,hmmmm mungkin saya yang bodoh ya gak tau kalau produk itu buatan mereka tapi ya udah lah memang enak mau gimana lagi
4725,@indjourney9993,Emang nya itu tau produk Israel dr mana.... apakah MUI sudah rilis produk yg terafiliasi dengan Israel....,emang nya itu tau produk israel dr mana apakah mui sudah rilis produk yg terafiliasi dengan israel
4726,@libertarianizem,"syukur alhamdulillah. terlepas dari niat dan tujuan masyarakat untuk boikot produk luar, secara gak langsung produk dalam negeri jadi meningkat dan maju",syukur alhamdulillah terlepas dari niat dan tujuan masyarakat untuk boikot produk luar secara gak langsung produk dalam negeri jadi meningkat dan maju
4727,@charlesardimans671,beli aja,beli aja
4728,@YantoBrian,pemerintah ajh membolehkan produk2 pro israeL masuk kesini.. knpa kita harus membaykotnya ?? 😂,pemerintah ajh membolehkan produk pro israel masuk kesini knpa kita harus membaykotnya
4729,@overdecade4001,Mulai dr kita sdri trs kalau kompak kan toko tdk akan order lagi kalau barangnya gak laku,mulai dr kita sdri trs kalau kompak kan toko tdk akan order lagi kalau barangnya gak laku
4730,@Sartika_sari,Klo barang tetep masuk sama aja karna banyak masyarakat yg ngk tau mana merek israel dan bukan apa lgi ibuk ibuk yg sudah tua tua ..mulai sekarang stop barangan dari israel,klo barang tetep masuk sama aja karna banyak masyarakat yg ngk tau mana merek israel dan bukan apa lgi ibuk ibuk yg sudah tua tua mulai sekarang stop barangan dari israel
4731,@Ayahbenfar,"Bikinnya aja di Indonesia, karyawan nya orang Indonesia. Gmn Mau boikot😂😂😂😂",bikinnya aja di indonesia karyawan nya orang indonesia gmn mau boikot
4732,@Sky-vz5ry,"coba pikirkan juga nasib karyawannya ada ratussan ribu yg akan di PHK nanti jika ada penutupan pabrik😢, jika makin byk tingkat pengangguran maka akan tinggi juga tingkat kemiskinan dan kriminalitas",coba pikirkan juga nasib karyawannya ada ratussan ribu yg akan di phk nanti jika ada penutupan pabrik jika makin byk tingkat pengangguran maka akan tinggi juga tingkat kemiskinan dan kriminalitas
4733,@eben4008,Trus pegawai yg diboikot pada di phk,trus pegawai yg diboikot pada di phk
4734,@triaevin,Goblok,goblok
4735,@ajmchannel2759,"Vidio lebay, caranya gk kayak gitu kali, ini udah terlanjur dibeli, gimana nasib pedagang kecil, ada ganti rugi gk dri pemerintah",vidio lebay caranya gk kayak gitu kali ini udah terlanjur dibeli gimana nasib pedagang kecil ada ganti rugi gk dri pemerintah
4736,@sam_bay,"Harus tahu kenapa produk2 itu milik atau produk israel . Karena saham ini produk, sebagian besar dimiliki oleh pihak yg secara sistrmatis menyokong negara israel untuk pembangunanmya termasuk pengadaan amunisi . Jika ada orang yg ngeles, ini dibuat di indonesia, milik orang indonesia bahan2 dr indonesia.. wah ini malah lebih bahaya.. bagaimana mereka memberdayakan SDA/SDM NKRI . Untuk kepentingan mereka.. . Cintai produk indonesia",harus tahu kenapa produk itu milik atau produk israel karena saham ini produk sebagian besar dimiliki oleh pihak yg secara sistrmatis menyokong negara israel untuk pembangunanmya termasuk pengadaan amunisi jika ada orang yg ngeles ini dibuat di indonesia milik orang indonesia bahan dr indonesia wah ini malah lebih bahaya bagaimana mereka memberdayakan sdasdm nkri untuk kepentingan mereka cintai produk indonesia
4737,@muslim_itu_tolol_sekali,SOK TAHU .... SEBAGIAN BESAR SAHAM PRODUK INI DIMILIKI SAMA ORANG INDONESIA . BAHKAN DENGAN BILANG PRODUK PRODUK MEREKA ADALAH PRODUK ISRAEL SAMA AJA MEMNFITNAH BURUH BURUH MUSLIM INDONESIA YANG BERKERINGAT UNTUK MEMBUAT PRODUK TERSEBUT,sok tahu sebagian besar saham produk ini dimiliki sama orang indonesia bahkan dengan bilang produk produk mereka adalah produk israel sama aja memnfitnah buruh buruh muslim indonesia yang berkeringat untuk membuat produk tersebut
4738,@zulfizulfikar5871,Bentar lagi bertambah PHK di mana mana,bentar lagi bertambah phk di mana mana
4739,@Petanipride19,"IG dan fb, berapa % masuk israel😂😂",ig dan fb berapa masuk israel
4740,@bumidatar2timur2barat70,Ketololan demi ketololan lagi masa iya masako buatan israel hahahaha orang kalo hatinya dipenuhi dng setan apa aja dilakukan makanya belajarlah dari guru yg benar hajahah,ketololan demi ketololan lagi masa iya masako buatan israel hahahaha orang kalo hatinya dipenuhi dng setan apa aja dilakukan makanya belajarlah dari guru yg benar hajahah
4741,@yuyun9450,Berarti sekarang ganti air minum... ok le mineral,berarti sekarang ganti air minum ok le mineral
4742,@tumusnyipto9531,Google YouTube boikot dong jangan buat video .....,google youtube boikot dong jangan buat video
4743,@finmamad8693,Semoga yg diboikot semakin murah meriah harganya obral,semoga yg diboikot semakin murah meriah harganya obral
4744,@user-zv6yc5mf4w,di mana ada Belian kencing onta,di mana ada belian kencing onta
4745,@user-pg6dc4bt2v,Gaje makan pun di permasalah kan,gaje makan pun di permasalah kan
4746,@ArifMahendra-fv5co,"Ud di haramkan MUI , masih mau yang haram !??",ud di haramkan mui masih mau yang haram
4747,@firnandaputra5669,Woe jangan hoax,woe jangan hoax
4748,@ApologetMurtadin,Kesempatan marketing lawan dagangnya buat bikin konten beginian. Lu pikir yg kerja disana orang Israel?,kesempatan marketing lawan dagangnya buat bikin konten beginian lu pikir yg kerja disana orang israel
4749,@joane_lee,bukannya kecap ABC juga termasuk ya?,bukannya kecap abc juga termasuk ya
4750,@no_name_official,Luh itu cuma nipu kita semua,luh itu cuma nipu kita semua
4751,@dhiemasbagusp7621,harus nya dari dulu lah.. knapa baru sekarang.. kasian pedagang2 yg udh nyetock tu barang.. dan juga sales2 barang tersebut..,harus nya dari dulu lah knapa baru sekarang kasian pedagang yg udh nyetock tu barang dan juga sales barang tersebut
4752,@AndiRigan,Terimakasih.. Saat nya beli (murah) ..jual (mahal). Kepala nya hanya sesak .. Kaki dibawah hangus.. Yg hangus tak mngkin kembali,terimakasih saat nya beli murah jual mahal kepala nya hanya sesak kaki dibawah hangus yg hangus tak mngkin kembali
4753,@ajibfirman3757,Salah ini mah,salah ini mah
4754,@mbeladusofficial5248,boikot produk israel,boikot produk israel
4755,@Gchanel-ng3rf,asal pake otak sah2 aja sih.tapi pake otak ya,asal pake otak sah aja sihtapi pake otak ya
4756,@akugaming7613,"Trus youtube,fp,dan medsos lainnya gimana,kan prosuk yahudi sama mamarika😂😂😂😂",trus youtubefpdan medsos lainnya gimanakan prosuk yahudi sama mamarika
4757,@user-rp1pv3dd3q,Indomaret alfamart knp masih jual produk barat😂😂😂😂,indomaret alfamart knp masih jual produk barat
4758,@kang-keeychannel3677,"Ehh kok boikot produk sih. Bukan ny sda ad selama ini. Dan kalian menikmati. Ini bukan masalah kecintaan ngra indonesaia atau bntuk dukungan trhdp palestina. Tapi coba kita pikir dan harus mengakui kalau israel hebat buktinya bnyak produk yang masuk di negara kita, bnyak sekali bahkan . Hebat bukan?",ehh kok boikot produk sih bukan ny sda ad selama ini dan kalian menikmati ini bukan masalah kecintaan ngra indonesaia atau bntuk dukungan trhdp palestina tapi coba kita pikir dan harus mengakui kalau israel hebat buktinya bnyak produk yang masuk di negara kita bnyak sekali bahkan hebat bukan
4759,@agusjaki4610,Semakin cerdas masyarakat kita,semakin cerdas masyarakat kita
4760,@agusyono2059,Jangan sampai mendukung Teroris Zionis Israel. Dengan tidak membeli produknya dan yang mendukungnya.....,jangan sampai mendukung teroris zionis israel dengan tidak membeli produknya dan yang mendukungnya
4761,@rnb2445,"Boikot itu produk yg mau masuk yg udh terlanjur di swalayan ya biarin aja,klo stok udh abis jangan jual lg produk itu lol klo boikot yg di toko warung dll",boikot itu produk yg mau masuk yg udh terlanjur di swalayan ya biarin ajaklo stok udh abis jangan jual lg produk itu lol klo boikot yg di toko warung dll
4762,@grabmarbun4065,Boikot tapi ajakan boikot di sebarin dgn produk negara yg d boikot jg.menghujat tapi alat menghujat nta produk negara yg d boikot jg. Bodoh saya masih maklum tapi klau udh saudara nya su bodoh itu hanya ada d kaum munafik 😂😂 Masih bisa mikir ga sih?,boikot tapi ajakan boikot di sebarin dgn produk negara yg boikot jgmenghujat tapi alat menghujat nta produk negara yg boikot jg bodoh saya masih maklum tapi klau udh saudara nya su bodoh itu hanya ada kaum munafik masih bisa mikir ga sih
4763,@mommy6943,Boikot. Akan. Berjalan. Bila. Produk tidak. Di. Pajang. Di. Toko.. semangat. Kita. Bantu. Saudara kita di Palestina,boikot akan berjalan bila produk tidak di pajang di toko semangat kita bantu saudara kita di palestina
4764,@user-iu3yr9fq9o,Kasihan tokoh2 dan warung kalo kayak gini bakal berjamur semua kalo kayak gini,kasihan tokoh dan warung kalo kayak gini bakal berjamur semua kalo kayak gini
4765,@salsabilasalsa6500,Saya sangat setuju boikot semua produk israel dan amerika tapi kita sudah dikepung produk mereka. Mulai mau tidur sampai bangun tidur semuanya produk mereka.,saya sangat setuju boikot semua produk israel dan amerika tapi kita sudah dikepung produk mereka mulai mau tidur sampai bangun tidur semuanya produk mereka
4766,@wahyusetiobudi3094,"Oten oten Indonesia bela Israel, pro anti kemanusiaan",oten oten indonesia bela israel pro anti kemanusiaan
4767,@deni_barber21,Memajukan produk dlm negri negri kita akan semakin kaya . Alhamdulillah .bgini menghargai produk dlm negri .,memajukan produk dlm negri negri kita akan semakin kaya alhamdulillah bgini menghargai produk dlm negri
4768,@muslim_itu_tolol_sekali,"AQUA , SARIWANGI ITU PRODUK INDONESIA",aqua sariwangi itu produk indonesia
4769,@edidjunaedi5504,"Produk Israel/bangsa Yahudi YouTube,Facebook,google,menyerukan boikot tapi menyerukan nya pakai produk Yahudi oon",produk israelbangsa yahudi youtubefacebookgooglemenyerukan boikot tapi menyerukan nya pakai produk yahudi oon
4770,@mohfawaidfawaidmoh213,Sariwangi ??,sariwangi
4771,@user-mu6km1rw7q,All product Unil,all product unil
4772,@lerr5187,Israel mati aja babi,israel mati aja babi
4773,@jembut341,"bukan begni juga bro ,, tapi semua barang halal ini kirimkan ke palestine untuk biaya kehidupan masyarakat palestine.",bukan begni juga bro tapi semua barang halal ini kirimkan ke palestine untuk biaya kehidupan masyarakat palestine
4774,@wasneliwasneli9357,Cintailah produk produk Indonesia boikot produk zionis Israel laknat.,cintailah produk produk indonesia boikot produk zionis israel laknat
4775,@sudaryono6118,Boikot produk israel,boikot produk israel
4776,@cintarachel6021,Ngakak😅,ngakak
4777,@nafatulafwani1218,Kalau mau baikot jgn tangung2 bukan dari itu aja peroduk Israel ...contoh yg kalian Pegang itu peroduk yg pintar dari Israel .hp.lettop.mobil .baju .celana dan masih banyak,kalau mau baikot jgn tangung bukan dari itu aja peroduk israel contoh yg kalian pegang itu peroduk yg pintar dari israel hplettopmobil baju celana dan masih banyak
4778,@pohonjati25,"Jangan pake komputer jangan buka sosial media lagi munafik, boikot setengah setengah",jangan pake komputer jangan buka sosial media lagi munafik boikot setengah setengah
4779,@aldoherdyan4198,Makasih banyak min,makasih banyak min
4780,@bolodbudeg6131,Zionis emang bangsat kalau bisa beneran pingin ikut perang ke Palestina,zionis emang bangsat kalau bisa beneran pingin ikut perang ke palestina
4781,@plestik1234,Sales beda produk.. Biar yg lain nggak laku.,sales beda produk biar yg lain nggak laku
4782,@yudibintangbiru5274,"Lumayan lho.. dri bbrpa negara di dunia dengan memboikoT merk"" tertentu dg bbrp mggu ini, 1zr43L jdi inplasi 6%. Bismillah.. ttep istiqomah.🙏",lumayan lho dri bbrpa negara di dunia dengan memboikot merk tertentu dg bbrp mggu ini zr jdi inplasi bismillah ttep istiqomah
4783,@mirwan9071,selain daftar barang yang perlu di bikot. buat pula daftar barang yang tak dibikot bira masyaratkat bisa tetap hidup memakai barang halalan toyibah. free palestina.,selain daftar barang yang perlu di bikot buat pula daftar barang yang tak dibikot bira masyaratkat bisa tetap hidup memakai barang halalan toyibah free palestina
4784,@CallystaChaira,Sambal ABC nggak boleh,sambal abc nggak boleh
4785,@user-sm9je5nc6z,Gak pernah mikirin ya.... 99% semua karyawan di indonesia Beragama islam... ??? Ibaratnya begini. Bukankah kalau ada Anjing atau Babi dalam keadaan sekarat wajib menolong padahal jelas jelas haram. Menurut saya jangan pernah boikot barang barang tersebut yg jelas makanan atau produk tersebut halal. ... Yg harus di boikot itu kerjasamanya mereka dengan israel.harus di hentikan.kalau benar benar product tersebut dari Israel...,gak pernah mikirin ya semua karyawan di indonesia beragama islam ibaratnya begini bukankah kalau ada anjing atau babi dalam keadaan sekarat wajib menolong padahal jelas jelas haram menurut saya jangan pernah boikot barang barang tersebut yg jelas makanan atau produk tersebut halal yg harus di boikot itu kerjasamanya mereka dengan israelharus di hentikankalau benar benar product tersebut dari israel
4786,@rommyisrawanfananny908,"Boikot2 noh kesian kang warung , kalo ma boikot ya pemerintah lah suruh boikot bukan kita",boikot noh kesian kang warung kalo ma boikot ya pemerintah lah suruh boikot bukan kita
4787,@enka661,"Hp mu produk pendukung Israel juga loh bang 😂, ytb, fb, listrik nanti google mematikan sistem untuk Indonesia baru tau rasa loh...",hp mu produk pendukung israel juga loh bang ytb fb listrik nanti google mematikan sistem untuk indonesia baru tau rasa loh
4788,@agsm137,Bodo amat,bodo amat
4789,@galihwijaya-bf8mr,Gasskeun,gasskeun
4790,@wahyuyudi3641,klu bisa smua produk israel di stiap toserba2 indomaret2 smua tmpat perbelanjaan d sita  d kumpul kan jadi 1 lalu d bakar  d saksikan banyak masyarakat,klu bisa smua produk israel di stiap toserba indomaret smua tmpat perbelanjaan sita kumpul kan jadi lalu bakar saksikan banyak masyarakat
4791,@Slow_Aja_BossQ,Fanatik yg berlebihan. Ironis!,fanatik yg berlebihan ironis
4792,@galihwijaya-bf8mr,"kalo gak cinta palestin atau islam anda hanya KTP (klo islam), setidaknya ini tentang manusiawi! Penduduk sipil anak, ibu, yg sudah tua semua dibantai dengan kejam.. jadi apa susah nya mendukung dengan doa dan tidak membeli produk israel?? Hati anda masih berfungsi kah? udh mati ya hatinya?",kalo gak cinta palestin atau islam anda hanya ktp klo islam setidaknya ini tentang manusiawi penduduk sipil anak ibu yg sudah tua semua dibantai dengan kejam jadi apa susah nya mendukung dengan doa dan tidak membeli produk israel hati anda masih berfungsi kah udh mati ya hatinya
4793,@sijeunniteumearohaarmy3912,Bukannya ABC juga pro 15r43l ya?,bukannya abc juga pro ya
